Field 2,Field 3,custom_web_address
"Logan Center, Gidwitz Lobby 100G","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Great Hall 200D","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Performance Hall","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Performance Lab (Dance) 701","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Performance Lab (Theater) 501","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Performance Penthouse 901","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Room 703","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Room 802","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Screening Room 201","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Seminar Terrace 801","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Theater East 127","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Theater West 115","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
Main Quad,,"http://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&ll=41.789741,-87.599278&spn=0.0023,0.004876&z=18&msid=112106965123750206647.00044d1345bd8f3ebc7d9"
Main Quad Administration Building,,http://maps.uchicago.edu/mainquad/admin.html
Main Quad flagpole,,"http://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&ll=41.789941,-87.599761&spn=0.0023,0.004876&z=18&msid=112106965123750206647.00044d239cc48ee83bbab"
Mandel Hall,"1131 East 57th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/mandel.html
Mansueto Institute for Urban Innovation,5801 South Ellis Avenue,https://urban.uchicago.edu/page/mansueto-institute-urban-innovation
"Mansueto Library, Grand Reading Room","1100 E 57th Street, Chicago, IL",http://maps.uchicago.edu/north/mansueto.html
"Max Palevsky Cinema, Ida Noyes Hall",1212 East 59th Street,docfilms.org
"Meadville/Lombard Theological School, Curtis Room","5701 South Woodlawn Avenue, Chicago, IL",http://maps.uchicago.edu/eastquad/meadville.html
Midway Plaisance,,
Midway Skating Rink,On the midway between University and Ellis,http://maps.uchicago.edu/south/rink.html
Midway Studios 108,929 East 60th Street,
Mott Building,1225 East 60th Street,http://maps.uchicago.edu/southeastcampus/mott.html
Museum of Science and Industry,,
National Opinion Research Center,"1155 East 60th St, Room 233, Chicago, IL",http://maps.uchicago.edu/south/1155.html
Neighborhood Schools Program,"5525 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/north/garage.html
Neubauer Collegium for Culture and Society,"5701 South Woodlawn Avenue, Chicago, IL 60637",https://maps.uchicago.edu/?location=Neubauer+Collegium+for+Culture+and+Society
"Neubauer Collegium for Culture and Society, Forum","5701 South Woodlawn Avenue, Chicago, IL 60637",https://maps.uchicago.edu/?location=Neubauer+Collegium+for+Culture+and+Society
"Neubauer Collegium for Culture and Society, Gallery","5701 South Woodlawn Avenue, Chicago, IL 60637",https://maps.uchicago.edu/?location=Neubauer+Collegium+for+Culture+and+Society
"New Graduate Residence Hall, B-14","1307 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southeastcampus/graduate.html
"Newberger Hillel Center, Great Room","5715 South Woodlawn Ave, Chicago, IL",http://maps.uchicago.edu/eastquad/hillel.html
"Newberger Hillel Center, Judaica Library","5715 South Woodlawn Ave, Chicago, IL",http://maps.uchicago.edu/eastquad/hillel.html
"Newberger Hillel Center, Main Chapel","5715 South Woodlawn Ave, Chicago, IL",http://maps.uchicago.edu/eastquad/hillel.html
"Newberger Hillel Center, Media Room","5715 South Woodlawn Ave, Chicago, IL",http://maps.uchicago.edu/eastquad/hillel.html
NORC Conference Room 344,1155 E. 60th Street,https://maps.uchicago.edu/?location=1155+Building
NORC Room 232/233 Harris School of Public Policy Studies,"1155 E 60th St Chicago, IL 60637",http://maps.uchicago.edu/south/1155.html
North Science Quad,"Near 5640 S Ellis Ave, Chicago, IL 60637",
NSP/ UCSC Conference Room,"5525 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/north/garage.html
Nuclear Energy Sculpture,,
Oriental Institute,"1155 East 58th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/oriental.html
Oriental Institute Museum,"1155 East 58th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/oriental.html
"Oriental Institute Museum, Robert and Deborah Aliber Persian Gallery",1155 East 58th Street,
Oriental Institute Research Archives,"1155 East 58th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/oriental.html
"Oriental Institute, Breasted Hall","1155 East 58th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/oriental.html
"Oriental Institute, La Salle Banks Room","1155 East 58th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/oriental.html
"Oriental Institute, Room 208","1155 East 58th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/oriental.html
"Oriental Institute, Room 210","1155 East 58th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/oriental.html
"Physics Research Center, 201",933 E 56th Street,
"Pick Hall, Lounge","5828 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 001","5828 South University Avenue, Chicago IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 016","5828 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 022","5828 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 101","5828 South University Avenue, Chicago IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 105","5828 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 218","5828 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 222","5828 South University Avenue, Chicago IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 317","5828 South University Avenue, Chicago IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 319","5828 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 407","5828 South University Avenue, Chicago IL",http://maps.uchicago.edu/mainquad/pickhall.html
"Pick Hall, Room 506","5828 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/pickhall.html
Pierce Dining Commons,"5514 South University Avenue Chicago, IL 60637",http://maps.uchicago.edu/north/pierce.html
Polsky Exchange,"1452 East 53rd Street, Chicago, IL",https://polsky.uchicago.edu/page/polsky-exchange
Press Building,"1427 E 60th St., Chicago, IL, 60637",http://architecture.uchicago.edu/locations/university_of_chicago_press_building/
Quadrangle Club,"1155 East 57th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/quadclub.html
"Quadrangle Club, Chess Room","1155 East 57th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/quadclub.html
"Quadrangle Club, Library","1155 East 57th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/quadclub.html
"Quadrangle Club, Lounge","1155 East 57th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/quadclub.html
"Quadrangle Club, Main Dining Room","1155 East 57th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/quadclub.html
"Quadrangle Club, Private Dining Room","1155 East 57th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/quadclub.html
"Quadrangle Club, Solarium","1155 East 57th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/quadclub.html
"Quadrangle Club, Tennis Courts","1155 East 57th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/quadclub.html
Ratner Athletic Center,"5530 S. Ellis Ave., Chicago, IL",http://maps.uchicago.edu/northwest/ratner.html
"Ratner Athletic Center, Berwanger Room","5530 S. Ellis Ave. Chicago, IL 60637",http://maps.uchicago.edu/northwest/ratner.html
"Ratner Athletic Center, Video Viewing Room","5530 S. Ellis Ave., Chicago, IL",http://maps.uchicago.edu/northwest/ratner.html
"Regenstein Library, A-Level","1100 E. 57th Street, Chicago, IL 6063",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Lobby","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 120B","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 122A","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 122A-B","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 122B","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 127","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 144","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 153","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 203","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 207","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 216","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 217","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 220","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 220L","100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 354","1100 East 57th Street, Chicago, IL 60637",https://maps.uchicago.edu/?location=Regenstein+Library
"Regenstein Library, Room 370 Maps Collection","1100 East 57th Street, Chicago, IL 60637",https://maps.uchicago.edu//location/regenstein-library/
"Regenstein Library, Room 464","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 503","100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room 523","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room A-10","1100 East 57th Street Chicago, IL 60637",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, Room A-11","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, S-118","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, The Special Collections Research Center","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, UHRM Regenstein 126","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
"Regenstein Library, UHRM Regenstein 127","1100 East 57th Street, Chicago, IL",http://maps.uchicago.edu/north/rlibrary.html
Research Insitutes Room 183,5640 S. Ellis Ave.,http://maps.uchicago.edu/northwest/research.html
Research Insitutes Room 480,5640 S. Ellis Ave.,http://maps.uchicago.edu/northwest/research.html
"Research Institutes, Room 180",5640 S. Ellis Ave.,http://maps.uchicago.edu/northwest/research.html
Reynolds Club,5706 S. University Ave.,http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, C-Shop","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, First floor theater","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, Francis X. Kinahan Third Floor Theater","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, Hallowed Grounds Coffee Shop","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, Hutchinson Commons","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, Marketplace","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, McCormick Tribune Lounge","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, Mitchell Tower","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, Room 010","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, South Lounge","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
"Reynolds Club, Suite 300","5706 South University, Chicago, IL",http://maps.uchicago.edu/mainquad/reynolds.html
Rockefeller Chapel,"5850 S. Woodlawn Ave., Chicago, IL 60637",http://maps.uchicago.edu/eastquad/rockefel.html
"Rockefeller Chapel, Interreligious Center, Room 015","5850 South Woodlawn Avenue, Chicago, IL",http://maps.uchicago.edu/eastquad/rockefel.html
"Rockefeller Chapel, Interreligious Center, Room 017","5850 South Woodlawn Avenue, Chicago, IL",http://maps.uchicago.edu/eastquad/rockefel.html
"Rockefeller Chapel, Interreligious Center, Room 019","5850 South Woodlawn Avenue, Chicago, IL",http://maps.uchicago.edu/eastquad/rockefel.html
Rockefeller Memorial Chapel,"5850 South Woodlawn Avenue, Chicago IL",http://maps.uchicago.edu/eastquad/rockefel.html
Rohr Chabad Jewish Center,5700 South Woodlawn Avenue,
Room 107,"6045 South Kenwood Avenue, Room 107",
Room 144,"6054 South Drexel, Chicago, IL 60637",
"Rosenwald Hall, Room 011","1101 E. 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/rosenwal.html
"Rosenwald Hall, Room 015","1101 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/rosenwal.html
"Rosenwald Hall, Room 101","1101 E. 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/rosenwal.html
"Rosenwald Hall, Room 208","1101 E. 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/rosenwal.html
"Rosenwald Hall, Room 301","1101 E. 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/rosenwal.html
"Rosenwald Hall, Room 329","1101 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/rosenwal.html
"Rosenwald Hall, Room 405","1101 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/rosenwal.html
"Ryerson Physical Laboratory, Observatory","1100 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/ryerson.html
"Ryerson Physical Laboratory, Room 251","1100 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/ryerson.html
"Ryerson Physical Laboratory, Room 255","1100 E. 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/ryerson.html
"Ryerson Physical Laboratory, Room 276","1100 E. 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/ryerson.html
"Ryerson Physical Laboratory, Room 277","1100 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/ryerson.html
"Ryerson Physical Laboratory, Room 352","1100 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/ryerson.html
"Ryerson Physical Laboratory, Room 358","1100 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/ryerson.html
Saieh Hall for Economics,"5757 South University Ave, Chicago, IL",https://maps.uchicago.edu/?location=Saieh+Hall+for+Economics
"Saieh Hall for Economics, Room 021","5757 South University Ave, Chicago, IL",https://maps.uchicago.edu/?location=Saieh+Hall+for+Economics
"Saieh Hall for Economics, Room 112","5757 South University Ave, Chicago, IL",https://maps.uchicago.edu/?location=Saieh+Hall+for+Economics
"Saieh Hall for Economics, Room 146","5757 South University Ave, Chicago, IL",https://maps.uchicago.edu/?location=Saieh+Hall+for+Economics
"Saieh Hall for Economics, Room 203","5757 South University Ave, Chicago, IL",https://maps.uchicago.edu/?location=Saieh+Hall+for+Economics
"School of Social Service Administration, Conference Room 101","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Conference Room 120","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Conference Room 129","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Library","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Lobby","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room BE07","969 East 60th Street Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room BW11","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room E-I","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room E-II","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room E-III","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room E-IV","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room W-IA","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room W-IB","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room W-II","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room W-III","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room W-IV","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room WIA&B","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
"School of Social Service Administration, Room WII","969 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/ssa.html
School of the Art Institute of Chicago,"112 South Michigan Ave, MacLean Ballroom",
Screen Share Gallery (outside Room 201),"915 E. 60th Street, Chicago, IL 60637",https://voices.uchicago.edu/screensharevideogallery/
"Searle Chemical Laboratory, Room 240","5735 South Ellis Avenue Chicago, IL 60637",http://maps.uchicago.edu/mainquad/searle.html
Searle/Snell Quad,,"http://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&ll=41.791049,-87.599804&spn=0.0023,0.004876&z=18&msid=112106965123750206647.00044d1360abce2e9429d"
Seminary Co-op Bookstore,"5751 S. Woodlawn Ave., Chicago, IL 60637",http://www.semcoop.com/
"Seoul, South Korea",See Description,
Smart Museum of Art,"5550 South Greenwood Avenue, Chicago, IL",http://maps.uchicago.edu/north/smart.html
Social Science Research,"1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research Building, John Hope Franklin Room (Room 224)","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research Building, The Karen Landahl Center for Linguistic Research (Room 004)",The Karen Landahl Center for Linguistic Research,http://maps.uchicago.edu/mainquad/social.html
"Social Science Research, Room 105","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research, Room 106","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research, Room 107","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research, Room 108","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research, Room 122","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research, Room 224","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research, Room 302","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research, Room 305","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research, Room 401 (Albion Small Room)","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
"Social Science Research, Tea Room","1126 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/social.html
Social Sciences Quad,,"http://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&ll=41.788605,-87.599444&spn=0.0023,0.004876&z=18&msid=112106965123750206647.00044d1366b18a31532e6"
Social Sciences Research Building,1126 E. 59th Street,http://maps.uchicago.edu/mainquad/social.html
South Side Community Art Center,"3831 S Michigan Ave Chicago, IL 60653",http://www.southsidecommunityartcenter.com/joomla/index.php
SSA Library,"969 East 60th Street, Chicago, IL 60637",http://maps.uchicago.edu/southwest/ssa.html
Stagg Field,"East 56th Street, Chicago, IL",http://maps.uchicago.edu/northwest/staggfield.html
Star Lounge Coffee Bar,"2521 W Chicago Ave, Chicago IL 60622",
Statistics and Mathematics,5727 South University Avenue,http://maps.uchicago.edu/eastquad/statmath.html
"Stuart Hall, Room 101","5835 South Greenwood Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/stuart.html
"Stuart Hall, Room 102","5835 South Greenwood Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/stuart.html
"Stuart Hall, Room 104","5835 South Greenwood Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/stuart.html
"Stuart Hall, Room 105","5835 South Greenwood Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/stuart.html
"Stuart Hall, Room 209","5835 South Greenwood Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/stuart.html
Student Counseling Service,5737 South University Avenue,http://maps.uchicago.edu/eastquad/counsel.html
Student Health Services,"860 East 59th Street, Chicago IL",
"Surgery - Brain Research Pavillion, P-315","5812 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/surgery.html
"Surgery - Brain Research Pavillion, Room J103","5812 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/surgery.html
"Surgery - Brain Research Pavillion, Room J320","5812 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/surgery.html
"Surgery - Brain Research Pavillion, S-640","5812 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/surgery.html
"Surgery - Brain Research Pavillion, S-644","5812 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/surgery.html
Surgery Brain Research Institutes,"5812 S Ellis Ave, Chicago, IL 60637",
Swift Hall,"1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
Swift Hall Marty Center Library,2nd floor (inside Marty Center),http://maps.uchicago.edu/mainquad/swift.html
Swift Hall Marty Center Seminar Room,2nd floor (inside Marty Center),http://maps.uchicago.edu/mainquad/swift.html
Swift Hall Third Floor Lecture Room,"1025 E 58th Street, Chicago, IL 60637",http://maps.uchicago.edu/mainquad/swift.html
"Swift Hall, Common Room","1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
"Swift Hall, First Floor","1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
"Swift Hall, Marty Center Seminar Room","1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
"Swift Hall, Room 106","1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
"Swift Hall, Room 200","1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
"Swift Hall, Room 201","1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
"Swift Hall, Room 208","1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
"Swift Hall, Room 316","1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
"Swift Hall, Room 403","1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
"Swift Hall, Third Floor Lecture Room","1025 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/swift.html
Taft House 102,935 East 60th Street,
TECHB@R,"Regenstein Library, Room 160",
TechBarEast,"Regenstein Library, room 160",
TechBarNorth,"Regenstein Library, room 160",
TechBarSouth,"Regenstein Library, room 160",
TechBarStudio,"Regenstein Library, room 160",
"The Renaissance Society, Cobb Lecture Hall, 4th Floor","5811 South Ellis Ave, Chicago, IL",https://maps.uchicago.edu/?location=Cobb+Lecture+Hall
"The Wit Hotel, 201 N. State Street",,
University Church,"5655 South University Avenue, Chicago, IL",http://maps.uchicago.edu/north/protestant.html
University Club of Chicago,"76 E Monroe St, Chicago, IL 60603",
University of Chicago Charter School: Carter G. Woodson Campus,"4444 S. Evans Avenue, Chicago, IL 60653",
University of Chicago Charter School: Donoghue Elementary,"707 E. 37th Street, Chicago, IL 60653",
University of Chicago Charter School: North Kenwood/Oakland Campus,"1119 E. 46th Street, Chicago, IL 60653",
University of Chicago Charter School: Woodlawn Secondary School,"6420 S. University Avenue, Chicago, IL 60637",
University of Chicago Medicine,5841 S. Maryland Avenue,
Urban Education Institute,"1313 East 60th Street, Chicago, IL",http://maps.uchicago.edu/farsoutheast/chapin.html
Walker 302,"1115 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/walker.html
Walker 309,"1115 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/walker.html
"Walker Museum, Room 111","1115 E. 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/walker.html
Webinar,,(see description)
"Wieboldt Hall, Room 102","1050 East 59th Street Chicago, IL 60637",https://maps.uchicago.edu/?location=Wieboldt+Hall
"Wieboldt Hall, Room 206","1050 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/wiebolt.html
"Wieboldt Hall, Room 207","1050 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/wiebolt.html
"Wieboldt Hall, Room 301","1050 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/wiebolt.html
"Wieboldt Hall, Room 310 D/E","1050 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/wiebolt.html
"Wieboldt Hall, Room 408","1050 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/wiebolt.html
Wilder House,"5811 South Kenwood Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/wilder.html
William Eckhardt Research Center,"5640 S. Ellis Ave, Chicago, IL",https://goo.gl/maps/pQpixZFw9E22
"William Eckhardt Research Center (ERC), 4th Floor KICP Seminar Room","5640 S Ellis Ave, Chicago, IL 60637",http://facilities.uchicago.edu/construction/meb/
William Eckhardt Research Center Lobby,,
William Eckhardt Research Center rooms 161,"5640 S. Ellis Ave, Chicago, IL",https://goo.gl/maps/pQpixZFw9E22
William Eckhardt Research Center rooms 201B,"5640 S. Ellis Ave, Chicago, IL",https://goo.gl/maps/pQpixZFw9E22
William Eckhardt Research Center rooms 301B,"5640 S. Ellis Ave, Chicago, IL",https://goo.gl/maps/pQpixZFw9E22
William Eckhardt Research Center rooms 381,"5640 S. Ellis Ave, Chicago, IL",https://goo.gl/maps/pQpixZFw9E22
Woodlawn Social Service Center Room 052,"950 E. 61st Street, Chicago, IL 60637",https://maps.uchicago.edu/?location=950+East+61st+Street
Woodlawn Social Service Center Room 071,"950 E. 61st Street, Chicago, IL 60637",https://maps.uchicago.edu//location/950-east-61st-street/
Woodlawn Social Service Center Room 345,"950 E. 61st Street, Chicago, IL 60637",https://maps.uchicago.edu//location/950-east-61st-street/
Woodlawn Social Service Center Room 347,"950 E. 61st Street, Chicago, IL 60637",https://maps.uchicago.edu//location/950-east-61st-street/
"Wyler Children's Hospital, Room C078","5839 South Maryland Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/children.html
"Wyler Children's Hospital, Room C400","5839 South Maryland Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/children.html
