Field 2,Field 3,custom_web_address
"Eckhart Hall, Room 202","1118 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/eckhart.html
"Eckhart Hall, Room 203","1118 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/eckhart.html
"Eckhart Hall, Room 206","1118 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/eckhart.html
"Eckhart Hall, Room 207","1118 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/eckhart.html
"Eckhart Hall, Room 209 (Tea Room)","118 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/eckhart.html
"Eckhart Hall, Room 308","1118 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/eckhart.html
"Eckhart Hall, Room 312","1118 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/eckhart.html
"Edelstone Center, 2nd Floor South","6030 Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/southwest/edelston.html
"Edelstone Center, Room 106","6030 Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/southwest/edelston.html
"Edelstone Center, Room 133","6030 Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/southwest/edelston.html
"Edelstone Center, Room 142","6030 Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/southwest/edelston.html
"Edelstone Center, Room 151","6030 Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/southwest/edelston.html
"Edelstone Center, Room 194","6030 Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/southwest/edelston.html
Ellis Avenue Parking Garage,"5525 South Ellis, Suite 160, Chicago, IL",http://maps.uchicago.edu/north/garage.html
Energy Policy Institute at Chicago,,"1155 East 60th Street, Chicago, IL"
Enrico Fermi Institute,"5640 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/northwest/research.html
"Facilities Services, Room 201","5225 South Cottage Grove Avenue, Chicago, IL",https://maps.uchicago.edu/?location=Facilities+Services
Fermilab,"Batavia, IL 60510",http://www.fnal.gov/
"Foster Hall, Room 103","1130 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/foster.html
"Foster Hall, Room 106","1130 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/foster.html
"Foster Hall, Room 107","1130 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/foster.html
"Foster Hall, Room 109","1130 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/foster.html
"Foster Hall, Room 305","1130 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/foster.html
"Foster Hall, Room 505","1130 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/foster.html
Franke Institute for the Humanities,"Regenstein Library, Room S-102",http://hum.uchicago.edu/frankeinstitute/contact.html
Fulton Hall,"5845 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/fulton.html
"Gates-Blake 133, CCT Conference Room","5845 S. Ellis Ave, Chicago, IL",http://maps.uchicago.edu/mainquad/gb_hall.html
Gates-Blake 321,"5845 S. Ellis Ave, Chicago, IL",https://maps.uchicago.edu/?location=Blake+Hall
Gleacher Center,"450 North Cityfront Plaza Drive, Chicago, IL",http://www.gleachercenter.com/about/directions
"Gleacher Center, Room 600","450 North Cityfront Plaza Drive, Chicago, IL",http://www.gleachercenter.com/about/directions
"Gleacher Center, Room 621","450 North Cityfront Plaza Drive, Chicago, IL",http://www.gleachercenter.com/about/directions
"Goldblatt Pavillion, MC 1000, Suite M200","5841 S Maryland Avenue, Chicago, IL",https://maps.uchicago.edu/?location=Medical+Center
"Goodspeed Hall, Fulton Recital Hall","5845 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/goodspd.html
"Goodspeed Hall, Room 205","5845 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/goodspd.html
"Goodspeed Hall, Room 402","5845 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/goodspd.html
"Gordon Center for Integrative Science, EB 041","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, ESB 36","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room 400B","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room 500B","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room E123","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room E130","929 East 57th Street, Chicago, IL 60637",https://maps.uchicago.edu//location/gordon-center-for-integrative-science/
"Gordon Center for Integrative Science, Room E223","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room W 105","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room W 123C","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room W 508","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room W301","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room W303","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room W426","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Room W520","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
"Gordon Center for Integrative Science, Third Floor Atrium","929 East 57th Street, Chicago, IL",http://maps.uchicago.edu/westquad/irb.html
Graham School of Continuing Liberal and Professional Studies,"1427 East 60th Street, Chicago, IL",http://maps.uchicago.edu/farsoutheast/
Gray Center for Arts and Inquiry,929 E. 60th St.,https://graycenter.uchicago.edu
"Gray Center Lab, Room 112",929 East 60th St.,https://maps.uchicago.edu/?location=Midway+Studios
"Green Hall, Room 101","5848 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/green.html
"Green Hall, Room 104B","5848 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/green.html
"Green Hall, Room 117","5848 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/green.html
GSECARS 13 BMC,Argonne National Laboratory,http://cars9.uchicago.edu/
GSECARS 13 BMD,Argonne National Laboratory,http://cars9.uchicago.edu/
GSECARS 13 ID C/D,Argonne National Laboratory,http://cars9.uchicago.edu/
GSECARS 13 IDE,Argonne National Laboratory,http://cars9.uchicago.edu/
"GSECARS, The Advanced Photon Source","9700 South Cass Ave., Argonne, Il 60439",http://cars9.uchicago.edu/
"GSECARS, The University of Chicago","Bldg 434A, Argonne National Laboratory 9700 South Cass Ave. Argonne, Il 60439",http://cars9.uchicago.edu/
Harper Center,"5807 S Woodlawn Ave, Chicago, IL 60637",
Harper Center - Winter Garden,"5807 South Woodlawn Avenue Chicago, Illinois 60637",
Harper Court Room 1116,"5235 S. Harper Court, Chicago IL, Room 1116",
Harper Court Room 1121,"5235 S. Harper Court, Chicago IL, Room 1121",https://maps.uchicago.edu/?location=5235+South+Harper+Court
"Harper Memorial Library, 3rd floor USITE, West Classroom A","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, 3rd floor USITE, West Classroom B","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Commons","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 102","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 103","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 125","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 130","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 135","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 140","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 141","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 145","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 148","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 150","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 151","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 184","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 280 (Reception)","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 284","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 286","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Room 406","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
"Harper Memorial Library, Suite 203 (Study Abroad Office)","1116 East 59th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/harper.html
Harper Quad,,"http://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&ll=41.788529,-87.599133&spn=0.0023,0.004876&z=18&msid=112106965123750206647.00044d1333be32f3cdd9f"
"Harris School of Public Policy Studies, Lecture Hall 142","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Lounge","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Quiet Study Area","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 128","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 140A","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 140B","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 140C","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 153C","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 201B","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 224","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 232","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 289A","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 289B","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 313","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Room 314","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
"Harris School of Public Policy Studies, Woodlawn Room","1155 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/1155.html
Haskell Hall,1126 East 59th Street,
Haskell Hall 101,,
Haskell Hall 315,,
"Haskell Hall, Room 101","5836 S. Greenwood Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/haskell.html
"Haskell Hall, Room 102","5836 South Greenwood Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/haskell.html
"Haskell Hall, Room 315","5836 South Greenwood Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/haskell.html
Health Promotion & Wellness,"950 East 61st Street, Suite 300A, Chicago, IL",
Henry Crown Field House,"5550 South University Avenue, Chicago, IL",http://maps.uchicago.edu/north/fieldhs.html
Henry Crown Field House (2nd floor),"5550 South University Avenue, Chicago, IL",http://maps.uchicago.edu/north/fieldhs.html
Henry Hinds Laboratory,"5734 S. Ellis, Chicago, IL 60637",https://maps.uchicago.edu/?location=Hinds+Laboratory
"Henry Hinds Laboratory, Room 101","5734 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/hindslab.html
"Henry Hinds Laboratory, Room 176","5734 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/hindslab.html
"Henry Hinds Laboratory, Room 228","5734 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/hindslab.html
High-energy Physics Conference Room (HEP 323),"935 East 56th Street Chicago, IL 60637",https://maps.uchicago.edu/?location=High+Energy+Physics
Hitchcock Residence Hall,1009 East 57th Street,"https://maps.google.com/maps?q=1009+E+57th+St,+Chicago,+IL+60637"
"Howard T. Ricketts Laboratory, Bldg 204","9900 South Cass Avenue, Chicago, IL","http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=9900+South+Cass+Avenue,+Lemont,+IL&aq=0&sll=41.509274,-87.746807&sspn=0.140631,0.359802&ie=UTF8&hq=&hnear=9900+S+Cass+Ave,+Lemont,+Illinois+60439&z=16"
Hutchinson Courtyard,,"http://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&ll=41.791113,-87.599085&spn=0.0023,0.004876&z=18&msid=112106965123750206647.00044d20b9ca0342f6efa"
Hyde Park Union Church,"5600 South Woodlawn Avenue, Chicago, IL",http://maps.uchicago.edu/north/hpchurch.html
"Ida Noyes Hall, CAPS Resource Center, 3rd Floor","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Cinema Lobby","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Cloister Club","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Cloister Lounge","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, East Lounge","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, First floor lounge","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Library","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Max Palevsky Cinema","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Memorial Lounge","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Room 203","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Room 216","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Room 216/217","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Room 217","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Second floor reception","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, Third floor theatre","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, University Pub","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ida Noyes Hall, West Lounge","1212 East 59th Street, Chicago, IL",http://maps.uchicago.edu/eastquad/idanoyes.html
"Ingleside Hall, UHRM Ingleside 203","956 East 58th Street, Chicago, IL",http://maps.uchicago.edu/westquad/inglesid.html
"Ingleside Hall, UHRM Ingleside 205B","956 East 58th Street, Chicago, IL",http://maps.uchicago.edu/westquad/inglesid.html
"Ingleside Hall, UHRM Ingleside 304","956 East 58th Street, Chicago, IL",http://maps.uchicago.edu/westquad/inglesid.html
"Ingleside Hall, UHRM Ingleside AVP","956 East 58th Street, Chicago, IL",http://maps.uchicago.edu/westquad/inglesid.html
Institute of Politics,"5707 S. Woodlawn Avenue, Chicago, IL",http://maps.uchicago.edu/eastquad/iop.html
International House Assembly Hall,,
"International House, Assembly Hall","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, Coulter Lounge","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, Court Yard","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, Dining Room","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, ESL Classroom","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, Home Room","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, Lower Level Boardroom","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, Lower Level Office 8","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, Main Lounge","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, Map Room","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, National Room","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, Suite 291","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
"International House, Tiffin Boardroom","1414 East 59th Street, Chicago, IL",http://maps.uchicago.edu/east/inthouse.html
J. Kyle Anderson Field,"East 56th Street, Chicago, IL",http://maps.uchicago.edu/northwest/staggfield.html
"John Crerar Library, Kathleen A. Zar Room","5730 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/crerar.html
"John Crerar Library, USITE","5730 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/crerar.html
"Jones Laboratory, Room 111","5747 South Ellis Avenue, Chicago, IL",https://maps.uchicago.edu/?location=Jones+Laboratory
"Jones Laboratory, Room 226","5747 South Ellis Avenue, Chicago, IL",https://maps.uchicago.edu/?location=Jones+Laboratory
"Jones Laboratory, Room 304","5747 South Ellis Avenue, Chicago, IL",https://maps.uchicago.edu/?location=Jones+Laboratory
Joseph Regenstein Library First Floor,1100 East 57th Street Chicago Illinois 60637,http://maps.uchicago.edu/north/rlibrary.html
Joseph Regenstein Library Room 100B,1100 East 57th Street,https://maps.uchicago.edu/?location=Regenstein+Library
"Judd Hall, Room 302","5835 S. Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/juddhall.html
"Judd Hall, Room 313","5835 S. Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/juddhall.html
"Judd Hall, Room 323","5835 S. Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/juddhall.html
Kane Center for Clinical Legal Education,1111 E. 60th Street,http://maps.uchicago.edu/south/lairdbll.html
"Kelly Hall, Room 114","5848 South University Avenue, Chicago, IL",http://maps.uchicago.edu/mainquad/kelly.html
"Kent Chemical Laboratory, Room 101","1020 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/kentlab.html
"Kent Chemical Laboratory, Room 102","1020 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/kentlab.html
"Kent Chemical Laboratory, Room 103","1020 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/kentlab.html
"Kent Chemical Laboratory, Room 106","1020 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/kentlab.html
"Kent Chemical Laboratory, Room 107","1020 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/kentlab.html
"Kent Chemical Laboratory, Room 114","1020 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/kentlab.html
"Kent Chemical Laboratory, Room 120","1020 East 58th Street, Chicago, IL",http://maps.uchicago.edu/mainquad/kentlab.html
Kersten Physics Teaching Center,"5720 South Ellis Avenue, Chicago, IL",http://maps.uchicago.edu/westquad/physics.html
"Kersten Physics Teaching Center, Maria Goeppert-Mayer Lecture Hall",,
"Kersten Physics Teaching Center, Room 106","5720 South Ellis Avenue, Chicago, IL 60637",http://maps.uchicago.edu/westquad/physics.html
"Kersten Physics Teaching Center, Room 206","5720 South Ellis Avenue, Chicago IL",http://maps.uchicago.edu/westquad/physics.html
KLEO Community Family Life Center,119 E. Garfield Blvd,
Knapp Center for Biomedical Discovery 5260,"900 East 57th Street Chicago, IL 60637",http://maps.uchicago.edu/northwest/knapp_biomed.html
Knapp Center for Biomedical Discovery 6260,"900 East 57th Street Chicago, IL 60637",http://maps.uchicago.edu/northwest/knapp_biomed.html
Knapp Center for Biomedical Discovery 7260,"900 East 57th Street Chicago, IL 60637",http://maps.uchicago.edu/northwest/knapp_biomed.html
"Knapp Center for Biomedical Discovery, Room 1103","900 East 57th Street, Chicago, IL",http://maps.uchicago.edu/northwest/knapp_biomed.html
"Knapp Center for Biomedical Discovery, Room 3200","900 East 57th Street, Chicago, IL",http://maps.uchicago.edu/northwest/knapp_biomed.html
"Knapp Center for Biomedical Discovery, Room 8260","900 East 57th Street, Chicago, IL",http://maps.uchicago.edu/northwest/knapp_biomed.html
Laboratory of Astrophysics and Space Research,"933 East 56th Street, Chicago, IL",http://maps.uchicago.edu/northwest/spacelab.html
"Laboratory Schools - Belfield Hall, Room 134","5815 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/belfield.html
"Laboratory Schools - Belfield Hall, Room 138","5815 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/belfield.html
"Laboratory Schools - Belfield Hall, Room 148","5815 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/belfield.html
"Laboratory Schools - Belfield Hall, Room 158","5815 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/belfield.html
"Laboratory Schools - Belfield Hall, Room 160","5815 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/belfield.html
"Laboratory Schools - Belfield Hall, Room 161","5815 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/belfield.html
"Laboratory Schools - Belfield Hall, Room 262","5815 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/belfield.html
"Laboratory Schools - Belfield Hall, Room 270","5815 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/belfield.html
"Laboratory Schools - Belfield Hall, Room 342","5815 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/belfield.html
"Laboratory Schools - Blaine Hall, Room 168","1362 East 59th Street, Chicago, IL",http://maps.uchicago.edu/labschool/blaine.html
"Laboratory Schools - Blaine Hall, Room 214","1362 East 59th Street, Chicago, IL",http://maps.uchicago.edu/labschool/blaine.html
"Laboratory Schools - Blaine Hall, Room 270","1362 East 59th Street, Chicago, IL",http://maps.uchicago.edu/labschool/blaine.html
"Laboratory Schools - Blaine Hall, Room 300","1362 East 59th Street, Chicago, IL",http://maps.uchicago.edu/labschool/blaine.html
"Laboratory Schools - Blaine Hall, Room 301","1362 E. 59th Street, Chicago, IL",http://maps.uchicago.edu/labschool/blaine.html
"Laboratory Schools - Blaine Hall, Room 397","1362 East 59th Street, Chicago, IL",http://maps.uchicago.edu/labschool/blaine.html
"Laboratory Schools - Blaine Hall, Room 404","1362 East 59th Street, Chicago, IL",http://maps.uchicago.edu/labschool/blaine.html
"Laboratory Schools - Blaine Hall, Room 406","1362 East 59th Street, Chicago, IL",http://maps.uchicago.edu/labschool/blaine.html
"Laboratory Schools - Blaine Hall, Room 412","1362 East 59th Street, Chicago, IL",http://maps.uchicago.edu/labschool/blaine.html
Laboratory Schools - Gordon Parks Arts Hall,"5815 South Kimbark Avenue, Chicago, IL",https://maps.uchicago.edu/?location=Gordon+Parks+Arts+Hall
"Laboratory Schools - Judd Hall, Room 126","5835 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/juddhall.html
"Laboratory Schools - Judd Hall, Room 202","5835 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/juddhall.html
"Laboratory Schools - Judd Hall, Room 204","5835 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/juddhall.html
"Laboratory Schools - Judd Hall, Room 208","5835 South Kimbark Avenue, Chicago, IL",http://maps.uchicago.edu/labschool/juddhall.html
Laird Bell Law Quadrangle,"1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Green Lounge","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Harry A. Bigelow Lecture Hall","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room A","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room B","1111 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room C","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room D","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room E","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room F","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room G","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room I","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room II","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room III","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room IV","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room V","1111 East 60th Street, Chicago, IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Room VI","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
"Laird Bell Law Quadrangle, Weymouth Kirkland Courtroom Auditorium","1111 East 60th Street, Chicago IL",http://maps.uchicago.edu/south/lairdbll.html
Logan Center,"915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Cafe","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Courtyard","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, DelGiorno Deck 1001","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, DelGiorno Mezzanine 1000A","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, DelGiorno Terrace 305","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Digital Media Center","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
"Logan Center, Gallery 107","915 East 60th Street, Chicago, IL",http://maps.uchicago.edu/southwest/
